index,gender,Annual_income,income_type,Education,family_type,house_type,DAYS_BIRTH,working_day,FLAG_MOBIL,work_phone,phone,email,occyp_type,begin_month,car_reality,credit
12600,F,148500.0,Commercial associate,Higher education,Married,House / apartment,-12655,-2043,1,1,0,0,High skill tech staff,-30.0,1,0.0
12601,F,144000.0,Working,Secondary / secondary special,Married,House / apartment,-15584,-2683,1,0,0,0,Sales staff,-11.0,1,2.0
12602,M,67500.0,Working,Higher education,Single / not married,House / apartment,-19718,-2052,1,0,1,0,Laborers,-57.0,1,1.0
12603,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18617,-2928,1,0,0,0,Managers,-20.0,1,1.0
12604,F,450000.0,State servant,Higher education,Married,House / apartment,-22889,-221,1,0,1,0,,-16.0,2,2.0
12605,F,202500.0,Working,Higher education,Married,House / apartment,-18902,-8649,1,0,0,0,Managers,-7.0,1,2.0
12606,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18672,-2477,1,1,1,0,Laborers,-51.0,1,2.0
12607,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10170,-2196,1,1,1,0,Cooking staff,-26.0,1,0.0
12608,M,180000.0,Working,Secondary / secondary special,Married,House / apartment,-17158,-2990,1,0,0,0,Sales staff,-14.0,2,1.0
12609,F,121500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17835,-3273,1,0,0,0,Core staff,-31.0,1,2.0
12610,F,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12210,-2747,1,0,0,0,Cooking staff,-27.0,0,2.0
12611,M,198000.0,Pensioner,Higher education,Married,House / apartment,-24662,0,1,0,0,0,,-60.0,1,2.0
12612,M,135000.0,State servant,Secondary / secondary special,Married,Rented apartment,-10448,-2323,1,1,0,1,,-14.0,1,1.0
12613,M,234000.0,State servant,Secondary / secondary special,Married,House / apartment,-10293,-3243,1,0,1,0,Laborers,-22.0,1,2.0
12614,M,337500.0,Working,Higher education,Married,House / apartment,-23711,-7494,1,0,0,0,Laborers,-11.0,2,2.0
12615,F,225000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13425,-584,1,1,0,0,Cleaning staff,-11.0,0,2.0
12616,F,225000.0,State servant,Higher education,Separated,House / apartment,-18496,-2752,1,0,0,0,Managers,-40.0,2,2.0
12617,M,270000.0,Working,Higher education,Married,House / apartment,-17193,-1137,1,0,0,0,Laborers,-56.0,2,2.0
12618,M,562500.0,Working,Incomplete higher,Married,House / apartment,-13790,-5639,1,1,1,0,,-19.0,1,0.0
12619,F,112500.0,Working,Secondary / secondary special,Married,House / apartment,-9885,-2072,1,0,0,1,Sales staff,-5.0,1,0.0
12620,F,180000.0,Working,Secondary / secondary special,Married,House / apartment,-13177,-1678,1,0,0,0,Sales staff,-23.0,1,2.0
12621,M,180000.0,State servant,Higher education,Single / not married,House / apartment,-8507,-1082,1,0,0,0,Core staff,-24.0,2,0.0
12622,M,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-15547,-6645,1,0,0,0,,-46.0,2,2.0
12623,F,360000.0,Commercial associate,Higher education,Separated,House / apartment,-17965,-2775,1,0,1,0,Private service staff,-17.0,1,0.0
12624,M,157500.0,Working,Higher education,Married,House / apartment,-11701,-3262,1,0,0,0,,-24.0,1,2.0
12625,F,337500.0,Commercial associate,Higher education,Single / not married,House / apartment,-16590,-438,1,0,1,1,Managers,-6.0,1,0.0
12626,F,225000.0,Working,Secondary / secondary special,Separated,House / apartment,-14077,-3792,1,0,0,0,,-29.0,1,1.0
12627,F,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19276,0,1,0,0,0,,-50.0,1,1.0
12628,F,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16933,-10384,1,1,1,0,Medicine staff,-26.0,1,1.0
12629,M,189000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13838,-799,1,0,0,1,Drivers,-21.0,2,2.0
12630,F,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12368,-672,1,0,0,0,Core staff,-26.0,1,2.0
12631,F,135000.0,Working,Higher education,Married,House / apartment,-13202,-2646,1,1,0,0,Laborers,-29.0,0,2.0
12632,M,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17111,-4146,1,0,0,0,Cooking staff,-5.0,1,2.0
12633,F,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-15867,-2088,1,0,0,0,Sales staff,-23.0,1,2.0
12634,F,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-16211,-1406,1,0,0,0,Laborers,-3.0,2,0.0
12635,M,180000.0,Commercial associate,Incomplete higher,Single / not married,With parents,-9538,-195,1,0,0,0,Laborers,-5.0,1,2.0
12636,F,171000.0,Working,Higher education,Single / not married,House / apartment,-10224,-2073,1,0,0,0,Laborers,-58.0,1,2.0
12637,M,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12865,-804,1,0,0,0,,-24.0,0,2.0
12638,F,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,-16571,-2757,1,0,0,0,,-40.0,0,2.0
12639,M,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15774,-2901,1,0,1,0,High skill tech staff,-46.0,2,2.0
12640,M,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8854,-195,1,1,0,0,Laborers,-31.0,2,1.0
12641,F,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13837,-1386,1,0,1,0,Laborers,-15.0,1,2.0
12642,F,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17840,-1807,1,0,0,0,Core staff,-33.0,1,2.0
12643,M,144000.0,Working,Secondary / secondary special,Married,House / apartment,-21649,-3000,1,1,1,0,Drivers,-52.0,1,2.0
12644,F,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20590,0,1,0,0,0,,-25.0,1,2.0
12645,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19777,-5500,1,0,1,0,Cooking staff,-11.0,1,2.0
12646,F,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-11206,-2514,1,0,0,1,Core staff,0.0,1,0.0
12647,F,675000.0,Working,Secondary / secondary special,Married,House / apartment,-17964,-6594,1,0,0,1,,-28.0,1,2.0
12648,F,405000.0,Working,Higher education,Married,House / apartment,-17465,-7627,1,0,0,0,,-31.0,1,2.0
12649,F,112500.0,Working,Secondary / secondary special,Married,House / apartment,-18365,-701,1,0,0,0,High skill tech staff,-11.0,1,0.0
12650,F,112500.0,Working,Secondary / secondary special,Married,House / apartment,-13935,-560,1,1,1,0,Laborers,-56.0,1,1.0
12651,F,81000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22021,0,1,0,0,0,,-52.0,1,2.0
12652,M,225000.0,Working,Higher education,Married,House / apartment,-10748,-1661,1,0,1,0,Laborers,-22.0,2,1.0
12653,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18186,-376,1,0,1,0,Laborers,-14.0,0,2.0
12654,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14195,-1305,1,0,1,0,Core staff,-19.0,1,2.0
12655,F,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19482,-2878,1,0,0,0,Laborers,-51.0,1,2.0
12656,F,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17202,-1787,1,0,0,0,Sales staff,-6.0,2,1.0
12657,M,234000.0,State servant,Secondary / secondary special,Married,House / apartment,-10293,-3243,1,0,1,0,Laborers,-6.0,1,2.0
12658,F,126000.0,Pensioner,Higher education,Civil marriage,House / apartment,-20523,0,1,0,0,0,,-30.0,0,1.0
12659,F,166500.0,Working,Higher education,Single / not married,House / apartment,-16427,-7104,1,0,0,0,High skill tech staff,-20.0,1,0.0
12660,F,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9235,-209,1,0,0,0,Sales staff,-26.0,0,2.0
12661,F,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21360,0,1,0,1,0,,-56.0,2,2.0
12662,M,216000.0,Commercial associate,Higher education,Married,House / apartment,-19150,-7415,1,0,0,1,Managers,-18.0,1,2.0
12663,F,247500.0,Commercial associate,Higher education,Married,House / apartment,-11914,-2980,1,0,0,0,Sales staff,-40.0,1,2.0
12664,F,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20775,0,1,0,0,0,,-17.0,2,1.0
12665,M,765000.0,Working,Higher education,Married,House / apartment,-16503,-1138,1,0,1,0,Managers,-31.0,1,2.0
12666,F,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15355,-2102,1,0,0,0,,-57.0,2,2.0
12667,M,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9312,-2129,1,0,0,0,Accountants,-17.0,2,2.0
12668,F,178200.0,Commercial associate,Higher education,Separated,House / apartment,-13446,-1677,1,0,0,0,,-16.0,1,1.0
12669,M,382500.0,Working,Higher education,Married,House / apartment,-10446,-2420,1,0,0,0,Laborers,-14.0,2,2.0
12670,F,315000.0,Commercial associate,Higher education,Married,House / apartment,-19495,-1678,1,0,1,0,Accountants,-49.0,1,2.0
12671,M,139500.0,Working,Secondary / secondary special,Married,House / apartment,-9649,-2284,1,0,0,0,Laborers,-13.0,2,1.0
12672,M,405000.0,Commercial associate,Higher education,Married,House / apartment,-12179,-535,1,0,0,0,Managers,-11.0,1,2.0
12673,F,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23570,0,1,0,0,0,,-39.0,1,2.0
12674,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15083,-2939,1,0,1,0,Drivers,-52.0,1,2.0
12675,F,180000.0,Working,Incomplete higher,Married,House / apartment,-19558,-1904,1,0,0,0,Laborers,-26.0,0,2.0
12676,F,247500.0,Working,Secondary / secondary special,Married,House / apartment,-18283,-1113,1,0,0,0,,-8.0,2,2.0
12677,M,202500.0,Working,Incomplete higher,Civil marriage,House / apartment,-8637,-95,1,0,1,1,Core staff,-4.0,1,1.0
12678,F,157500.0,State servant,Higher education,Married,House / apartment,-15145,-3654,1,0,1,0,Managers,-29.0,1,2.0
12679,F,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18133,-3591,1,0,1,1,,-7.0,1,2.0
12680,F,57150.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-22936,0,1,0,0,0,,-24.0,1,2.0
12681,M,117000.0,Pensioner,Secondary / secondary special,Married,With parents,-14407,0,1,0,1,0,,-21.0,0,2.0
12682,F,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-14394,-919,1,0,1,0,Managers,-8.0,1,0.0
12683,F,67500.0,Working,Secondary / secondary special,Married,House / apartment,-12821,-931,1,0,1,1,Laborers,-8.0,2,1.0
12684,F,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17644,-7840,1,0,0,0,Laborers,-16.0,1,2.0
12685,M,148500.0,State servant,Secondary / secondary special,Married,House / apartment,-10325,-3026,1,1,0,0,,-27.0,1,1.0
12686,M,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13543,-1326,1,0,0,0,Drivers,-5.0,2,2.0
12687,F,76500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21486,0,1,0,0,0,,-10.0,1,2.0
12688,F,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14166,-1991,1,0,0,0,Core staff,-5.0,1,2.0
12689,M,247500.0,Commercial associate,Higher education,Married,House / apartment,-16269,-803,1,1,0,0,Drivers,-23.0,1,2.0
12690,F,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22743,0,1,0,0,0,,-56.0,1,2.0
12691,F,675000.0,Commercial associate,Higher education,Single / not married,House / apartment,-16500,-1535,1,0,0,0,Managers,-13.0,1,0.0
12692,F,180000.0,Pensioner,Higher education,Widow,House / apartment,-22419,0,1,0,0,0,,-45.0,1,2.0
12693,F,247500.0,Pensioner,Higher education,Married,House / apartment,-20939,0,1,0,1,0,,-30.0,0,2.0
12694,F,279000.0,Working,Higher education,Civil marriage,House / apartment,-16187,-3731,1,1,1,0,Managers,-33.0,2,2.0
12695,F,114750.0,Working,Secondary / secondary special,Widow,House / apartment,-20325,-4213,1,1,1,0,Security staff,-19.0,1,0.0
12696,M,405000.0,State servant,Secondary / secondary special,Married,House / apartment,-17309,-3500,1,0,0,0,,-33.0,2,2.0
12697,M,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16424,-1458,1,0,0,0,Drivers,-55.0,0,2.0
12698,F,67500.0,Commercial associate,Higher education,Married,House / apartment,-10331,-433,1,0,1,0,Core staff,-7.0,0,2.0
12699,F,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-18563,-1075,1,0,0,0,Cleaning staff,-10.0,1,2.0
12700,M,405000.0,Working,Secondary / secondary special,Married,House / apartment,-17991,-683,1,0,0,0,Sales staff,-31.0,2,0.0
12701,M,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12496,-127,1,0,0,0,Laborers,-60.0,2,0.0
12702,F,315000.0,Working,Higher education,Married,House / apartment,-21377,-577,1,0,0,1,,-16.0,2,0.0
12703,F,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22061,0,1,0,0,0,,-25.0,0,2.0
12704,M,135000.0,Working,Secondary / secondary special,Married,With parents,-16271,-3111,1,0,0,0,Core staff,-49.0,2,1.0
12705,F,225000.0,Working,Secondary / secondary special,Married,House / apartment,-20641,-1064,1,0,1,0,Sales staff,-21.0,1,2.0
12706,M,139500.0,Working,Secondary / secondary special,Married,House / apartment,-14355,-5557,1,1,0,0,Laborers,0.0,2,1.0
12707,F,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16908,-2934,1,0,0,0,Cooking staff,-39.0,0,2.0
12708,F,225000.0,Pensioner,Higher education,Married,House / apartment,-22543,0,1,0,0,0,,-40.0,0,2.0
12709,F,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15231,-8375,1,0,0,1,High skill tech staff,-4.0,1,2.0
12710,F,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20929,0,1,0,0,0,,-60.0,1,2.0
12711,M,225000.0,Working,Secondary / secondary special,Widow,Municipal apartment,-15277,-2472,1,0,0,0,Drivers,-48.0,2,0.0
12712,M,234000.0,Working,Secondary / secondary special,Married,House / apartment,-11970,-1748,1,0,0,0,Laborers,-31.0,1,2.0
12713,F,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,-13788,-3822,1,1,1,0,Laborers,-13.0,1,2.0
12714,M,135000.0,State servant,Secondary / secondary special,Married,House / apartment,-14038,-6558,1,1,1,0,Core staff,-6.0,1,2.0
12715,F,270000.0,Working,Secondary / secondary special,Married,House / apartment,-20854,-3689,1,0,0,0,Core staff,-28.0,1,2.0
12716,F,126000.0,Working,Higher education,Married,House / apartment,-10075,-460,1,0,1,1,Core staff,-45.0,1,2.0
12717,F,112500.0,Commercial associate,Incomplete higher,Married,House / apartment,-10177,-2339,1,0,1,0,,-39.0,0,1.0
12718,M,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13319,-755,1,0,0,0,Laborers,-34.0,2,0.0
12719,F,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-20470,-9269,1,0,0,0,Core staff,-3.0,1,1.0
12720,F,112500.0,Working,Secondary / secondary special,Married,House / apartment,-16784,-2188,1,0,0,1,Sales staff,-48.0,1,1.0
12721,F,157500.0,Working,Secondary / secondary special,Married,House / apartment,-11771,-3929,1,0,1,0,High skill tech staff,-44.0,1,2.0
12722,F,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22643,0,1,0,1,0,,-28.0,0,1.0
12723,F,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21585,0,1,0,1,0,,-53.0,1,2.0
12724,M,292500.0,Working,Secondary / secondary special,Married,Rented apartment,-17011,-901,1,0,0,0,,-26.0,2,2.0
12725,F,157500.0,Working,Incomplete higher,Married,House / apartment,-16888,-2687,1,0,0,0,Core staff,-31.0,0,2.0
12726,F,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17040,-1222,1,1,0,0,Sales staff,-11.0,1,2.0
12727,F,58500.0,Working,Secondary / secondary special,Married,House / apartment,-14731,-4931,1,0,0,1,Laborers,-49.0,1,2.0
12728,M,540000.0,Commercial associate,Higher education,Married,House / apartment,-17504,-6102,1,0,1,0,Managers,-12.0,1,0.0
12729,F,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19881,-7718,1,0,0,0,Secretaries,-22.0,1,2.0
12730,F,135000.0,Commercial associate,Higher education,Married,House / apartment,-11278,-2481,1,0,0,0,,-1.0,2,1.0
12731,F,360000.0,Working,Secondary / secondary special,Married,House / apartment,-15812,-658,1,0,1,0,Sales staff,-20.0,1,2.0
12732,F,216000.0,State servant,Higher education,Married,House / apartment,-15444,-3112,1,0,0,1,,-24.0,1,2.0
12733,M,126000.0,Working,Secondary / secondary special,Married,House / apartment,-20113,-1754,1,1,0,0,Laborers,-7.0,2,2.0
12734,M,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22119,0,1,0,0,0,,-20.0,1,2.0
12735,M,126000.0,Pensioner,Higher education,Married,House / apartment,-23095,0,1,0,0,0,,-38.0,1,2.0
12736,M,76500.0,Working,Secondary / secondary special,Married,House / apartment,-18177,-2263,1,1,1,0,Laborers,-40.0,2,0.0
12737,F,270000.0,Working,Higher education,Married,House / apartment,-19963,-1235,1,0,1,0,Medicine staff,-50.0,1,2.0
12738,F,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22657,0,1,0,1,0,,-55.0,1,1.0
12739,F,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-12829,-1529,1,1,0,0,High skill tech staff,-19.0,2,2.0
12740,M,716323.5,State servant,Secondary / secondary special,Single / not married,With parents,-9377,-2433,1,0,0,0,Laborers,-41.0,0,2.0
12741,F,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-19461,-5124,1,0,0,0,Core staff,-28.0,1,0.0
12742,F,270000.0,State servant,Higher education,Married,House / apartment,-11451,-2206,1,0,1,0,Accountants,-26.0,0,1.0
12743,F,90000.0,State servant,Higher education,Married,Rented apartment,-15859,-1536,1,0,0,0,Core staff,-36.0,0,1.0
12744,F,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16340,-8647,1,0,0,0,Medicine staff,-33.0,1,0.0
12745,F,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17211,-3232,1,0,0,0,Laborers,-13.0,1,2.0
12746,F,180000.0,Working,Higher education,Single / not married,House / apartment,-22730,-13415,1,1,1,0,Sales staff,-29.0,1,2.0
12747,F,117000.0,Working,Secondary / secondary special,Married,House / apartment,-17087,-7310,1,1,1,0,Medicine staff,-50.0,0,2.0
12748,F,67500.0,State servant,Secondary / secondary special,Married,House / apartment,-18150,-2747,1,0,0,0,Medicine staff,-45.0,1,2.0
12749,M,202500.0,Working,Secondary / secondary special,Married,House / apartment,-12992,-734,1,1,1,0,Drivers,-25.0,2,2.0
12750,M,202500.0,Working,Secondary / secondary special,Married,House / apartment,-14858,-1109,1,0,0,0,Laborers,-10.0,2,0.0
12751,M,234000.0,Working,Secondary / secondary special,Married,House / apartment,-11970,-1748,1,0,0,0,Laborers,-25.0,1,2.0
12752,F,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-18484,-6033,1,0,1,0,Medicine staff,-39.0,1,2.0
12753,F,337500.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-18080,-1718,1,1,0,0,Managers,-6.0,0,2.0
12754,M,90000.0,Working,Incomplete higher,Married,House / apartment,-18992,-3243,1,0,1,0,Drivers,-4.0,2,0.0
12755,F,229500.0,Working,Higher education,Married,House / apartment,-16641,-1192,1,0,0,0,Core staff,-37.0,1,0.0
12756,F,99000.0,Working,Secondary / secondary special,Married,House / apartment,-20064,-3360,1,1,1,0,Sales staff,-12.0,1,2.0
12757,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13803,-2209,1,0,1,0,Laborers,-29.0,2,2.0
12758,F,225000.0,State servant,Higher education,Married,House / apartment,-17822,-9385,1,1,0,0,Managers,-1.0,2,1.0
12759,M,202500.0,Working,Higher education,Married,With parents,-9672,-2654,1,0,1,1,,-6.0,1,2.0
12760,M,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14670,-6957,1,0,1,0,,-52.0,1,1.0
12761,M,202500.0,Working,Secondary / secondary special,Married,Municipal apartment,-18281,-3596,1,0,0,0,Laborers,-4.0,0,1.0
12762,F,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24285,0,1,0,0,0,,-28.0,1,2.0
12763,M,315000.0,Working,Incomplete higher,Married,House / apartment,-10655,-1444,1,0,0,0,Managers,-39.0,2,2.0
12764,F,90000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21117,0,1,0,1,0,,-19.0,1,1.0
12765,M,184500.0,State servant,Higher education,Married,House / apartment,-13916,-169,1,0,0,0,Managers,-12.0,2,2.0
12766,F,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18939,-978,1,0,0,0,Sales staff,-7.0,0,2.0
12767,M,225000.0,Working,Incomplete higher,Married,House / apartment,-10090,-719,1,0,1,0,,-13.0,2,2.0
12768,F,211500.0,Pensioner,Secondary / secondary special,Married,Rented apartment,-21935,0,1,0,1,0,,-25.0,2,0.0
12769,M,202500.0,Working,Secondary / secondary special,Separated,With parents,-13745,-622,1,1,0,0,Laborers,-24.0,1,2.0
12770,F,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21456,-425,1,0,0,0,Medicine staff,-10.0,1,2.0
12771,M,247500.0,Working,Higher education,Married,House / apartment,-12843,-2609,1,0,0,0,Managers,-13.0,2,2.0
12772,F,135000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-21790,0,1,0,0,0,,-17.0,1,2.0
12773,F,360000.0,Working,Higher education,Married,House / apartment,-17763,-2493,1,0,1,0,,-28.0,2,2.0
12774,F,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-20103,-1444,1,1,1,0,Waiters/barmen staff,-4.0,1,1.0
12775,F,171000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19881,-8405,1,0,1,0,Accountants,0.0,1,0.0
12776,M,135000.0,Working,Secondary / secondary special,Married,House / apartment,-9594,-866,1,0,0,0,Laborers,-21.0,1,1.0
12777,F,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23579,0,1,0,0,0,,-20.0,1,1.0
12778,F,72000.0,Commercial associate,Secondary / secondary special,Married,With parents,-9211,-1131,1,1,0,0,Secretaries,-8.0,0,1.0
12779,M,220500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23113,0,1,0,0,0,,-38.0,2,2.0
12780,M,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15207,-2102,1,1,1,0,Drivers,-40.0,2,1.0
12781,F,108000.0,Working,Secondary / secondary special,Married,Municipal apartment,-19316,-6039,1,0,0,0,Core staff,-33.0,2,2.0
12782,F,76500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-20382,0,1,0,0,0,,-9.0,1,2.0
12783,F,135000.0,Pensioner,Higher education,Married,House / apartment,-21394,0,1,0,0,0,,-27.0,1,2.0
12784,F,315000.0,Commercial associate,Higher education,Civil marriage,With parents,-14679,-1282,1,0,0,0,Managers,-22.0,0,0.0
12785,F,261000.0,Commercial associate,Incomplete higher,Married,House / apartment,-10028,-1070,1,1,0,0,,-19.0,0,2.0
12786,M,247500.0,Working,Higher education,Married,Municipal apartment,-15606,-160,1,0,1,0,Sales staff,-49.0,2,2.0
12787,M,810000.0,Commercial associate,Incomplete higher,Civil marriage,Office apartment,-17922,-3455,1,0,0,0,Security staff,-47.0,2,2.0
12788,F,112500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20132,0,1,0,1,0,,-43.0,1,2.0
12789,F,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23939,0,1,0,1,0,,-16.0,1,1.0
12790,F,90000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-19867,-720,1,0,0,1,,-34.0,1,0.0
12791,F,90000.0,State servant,Secondary / secondary special,Separated,House / apartment,-14271,-302,1,0,0,0,,-2.0,1,1.0
12792,F,315000.0,Commercial associate,Higher education,Widow,House / apartment,-18064,-3315,1,1,0,0,Managers,-38.0,1,1.0
12793,M,315000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-16990,-2026,1,0,0,0,Drivers,-51.0,2,2.0
12794,F,112500.0,Working,Higher education,Married,House / apartment,-10853,-287,1,0,0,1,Core staff,-22.0,0,1.0
12795,F,175500.0,State servant,Secondary / secondary special,Married,House / apartment,-18676,-532,1,0,0,0,Core staff,-19.0,2,1.0
12796,F,112500.0,Working,Incomplete higher,Married,Municipal apartment,-15447,-2470,1,1,0,0,Sales staff,-3.0,0,1.0
12797,F,225000.0,Pensioner,Higher education,Married,House / apartment,-23868,0,1,0,0,0,,-8.0,1,0.0
12798,F,225000.0,Commercial associate,Higher education,Single / not married,With parents,-11020,-523,1,0,0,0,Core staff,-30.0,1,2.0
12799,F,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17715,-6884,1,1,1,0,Medicine staff,-9.0,2,0.0
12800,F,225000.0,Working,Higher education,Married,House / apartment,-15966,-3055,1,0,0,0,Core staff,-21.0,0,0.0
12801,F,202500.0,Working,Secondary / secondary special,Married,House / apartment,-22318,-565,1,0,0,0,Cleaning staff,-14.0,1,1.0
12802,M,157500.0,Working,Secondary / secondary special,Married,House / apartment,-17576,-1216,1,0,0,0,Laborers,-50.0,1,2.0
12803,F,202500.0,Working,Higher education,Single / not married,House / apartment,-10106,-93,1,0,1,0,Accountants,-58.0,1,2.0
12804,F,135000.0,Pensioner,Higher education,Married,House / apartment,-23750,0,1,0,0,0,,-16.0,1,0.0
12805,F,225000.0,Working,Higher education,Married,House / apartment,-17329,-7765,1,0,1,0,Core staff,0.0,1,1.0
12806,F,90000.0,Commercial associate,Higher education,Separated,House / apartment,-18386,-8808,1,0,0,0,Core staff,-27.0,1,2.0
12807,M,112500.0,Working,Secondary / secondary special,Married,House / apartment,-8759,-1437,1,0,0,1,Laborers,-20.0,2,2.0
12808,F,135000.0,Working,Secondary / secondary special,Married,House / apartment,-13566,-1900,1,1,0,0,High skill tech staff,-25.0,0,2.0
12809,M,126000.0,Working,Secondary / secondary special,Married,House / apartment,-13386,-1708,1,0,0,1,Drivers,-13.0,1,2.0
12810,F,360000.0,Working,Higher education,Separated,House / apartment,-18899,-8538,1,0,1,0,Managers,-35.0,1,2.0
12811,F,112500.0,Working,Higher education,Married,House / apartment,-14133,-2695,1,0,0,0,High skill tech staff,-52.0,2,2.0
12812,M,90000.0,Working,Secondary / secondary special,Married,House / apartment,-22142,-3749,1,0,1,0,Managers,-8.0,0,2.0
12813,M,180000.0,Working,Secondary / secondary special,Married,House / apartment,-12039,-1773,1,1,0,0,High skill tech staff,-18.0,1,2.0
12814,F,180000.0,Working,Secondary / secondary special,Married,With parents,-10774,-2592,1,0,0,0,,-16.0,0,0.0
12815,M,225000.0,Working,Secondary / secondary special,Married,House / apartment,-21362,-1520,1,0,0,0,Laborers,-30.0,1,2.0
12816,F,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22824,0,1,0,1,0,,-8.0,0,2.0
12817,F,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16066,-8507,1,0,0,0,Medicine staff,-56.0,1,2.0
12818,F,135000.0,Pensioner,Lower secondary,Married,House / apartment,-22569,0,1,0,0,0,,-51.0,1,2.0
12819,F,67500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12101,-1009,1,1,0,0,Core staff,-33.0,1,2.0
